x[m];y[m];operacao;area.total[m2];area.mato[m2];ang.abs[deg];ang.proa[deg];dist[m];rtl[m]
37.90;70.10;y;0.24;0.21;103.24;69.63;0.00;79.69
37.90;70.10;p;1.72;0.74;172.87;0.00;1.61;79.69
36.30;69.90;y;0.30;0.02;172.87;87.12;0.00;78.76
36.30;69.90;p;1.83;0.23;-100.01;0.00;1.73;78.76
36.00;71.60;y;0.32;0.02;-100.01;-124.99;0.00;80.14
36.00;71.60;p;0.68;0.03;135.00;0.00;0.57;80.14
35.60;71.20;y;0.13;0.00;135.00;-24.44;0.00;79.60
35.60;71.20;p;1.90;0.20;110.56;0.00;1.71;79.60
35.00;69.60;y;0.12;0.00;110.56;-20.56;0.00;77.90
35.00;69.60;p;0.44;0.21;90.00;0.00;0.30;77.90
35.00;69.30;y;0.09;0.07;90.00;19.98;0.00;77.64
35.00;69.30;p;1.32;0.61;109.98;0.00;1.17;77.64
34.60;68.20;y;0.32;0.24;109.98;129.76;0.00;76.47
34.60;68.20;p;3.22;0.16;-120.26;0.00;2.78;76.47
33.20;70.60;y;0.19;0.00;-120.26;52.06;0.00;78.02
33.20;70.60;p;0.66;0.39;-68.20;0.00;0.54;78.02
33.40;71.10;y;0.09;0.02;-68.20;-19.08;0.00;78.55
33.40;71.10;p;2.21;1.12;-87.27;0.00;2.10;78.55
33.50;73.20;y;0.25;0.14;-87.27;76.65;0.00;80.50
33.50;73.20;p;3.36;1.27;-10.62;0.00;3.26;80.50
36.70;73.80;y;0.24;0.14;-10.62;83.09;0.00;82.42
36.70;73.80;p;2.18;0.58;72.47;0.00;1.99;82.42
37.30;71.90;y;0.23;0.00;72.47;-72.47;0.00;81.00
37.30;71.90;p;0.77;0.00;-0.00;0.00;0.60;81.00
37.90;71.90;y;0.21;0.00;-0.00;-63.43;0.00;81.28
37.90;71.90;p;1.40;0.13;-63.43;0.00;1.12;81.28
38.40;72.90;y;0.05;0.02;-63.43;-4.76;0.00;82.40
38.40;72.90;p;1.22;0.20;-68.20;0.00;1.08;82.40
38.80;73.90;y;0.21;0.04;-68.20;-76.26;0.00;83.47
38.80;73.90;p;1.05;0.07;-144.46;0.00;0.86;83.47
38.10;74.40;y;0.29;0.02;-144.46;89.45;0.00;83.59
38.10;74.40;p;1.45;0.23;-55.01;0.00;1.22;83.59
38.80;75.40;y;0.17;0.09;-55.01;67.54;0.00;84.80
38.80;75.40;p;1.06;0.20;12.53;0.00;0.92;84.80
39.70;75.20;y;0.15;0.00;12.53;-35.73;0.00;85.04
39.70;75.20;p;0.89;0.16;-23.20;0.00;0.76;85.04
40.40;75.50;y;0.23;0.09;-23.20;-78.90;0.00;85.63
40.40;75.50;p;1.60;0.82;-102.09;0.00;1.43;85.63
40.10;76.90;y;0.12;0.10;-102.09;21.56;0.00;86.73
40.10;76.90;p;1.32;0.78;-80.54;0.00;1.22;86.73
40.30;78.10;y;0.19;0.09;-80.54;-61.59;0.00;87.88
40.30;78.10;p;8.55;0.07;-142.13;0.00;7.98;87.88
34.00;83.00;y;0.22;0.00;-142.13;68.07;0.00;89.69
34.00;83.00;p;0.86;0.14;-74.05;0.00;0.73;89.69
34.20;83.70;y;0.22;0.12;-74.05;-87.51;0.00;90.42
34.20;83.70;p;1.09;0.33;-161.57;0.00;0.95;90.42
33.30;84.00;y;0.09;0.04;-161.57;9.39;0.00;90.36
33.30;84.00;p;4.65;0.33;-152.18;0.00;4.07;90.36
29.70;85.90;y;0.09;0.01;-152.18;26.50;0.00;90.89
29.70;85.90;p;5.40;0.67;-125.68;0.00;4.80;90.89
26.90;89.80;y;0.10;0.08;-125.68;-16.23;0.00;93.74
26.90;89.80;p;5.07;0.49;-141.91;0.00;4.70;93.74
23.20;92.70;y;0.38;0.02;-141.91;132.45;0.00;95.56
23.20;92.70;p;7.47;0.03;-9.46;0.00;7.00;95.56
30.10;93.85;p;7.47;0.40;-9.46;0.00;7.00;98.56
37.00;95.00;y;0.18;0.14;-9.46;51.45;0.00;101.95
37.00;95.00;p;1.51;0.42;41.99;0.00;1.35;101.95
38.00;94.10;y;0.13;0.04;41.99;26.21;0.00;101.48
38.00;94.10;p;0.66;0.12;68.20;0.00;0.54;101.48
38.20;93.60;y;0.29;0.00;68.20;-89.50;0.00;101.10
38.20;93.60;p;6.69;0.40;-21.30;0.00;6.33;101.10
44.10;95.90;y;0.22;0.14;-21.30;-64.07;0.00;105.55
44.10;95.90;p;3.83;0.31;-85.36;0.00;3.71;105.55
44.40;99.60;y;0.29;0.02;-85.36;101.31;0.00;109.05
44.40;99.60;p;0.86;0.22;15.95;0.00;0.73;109.05
45.10;99.40;y;0.19;0.08;15.95;47.18;0.00;109.15
45.10;99.40;p;9.25;0.33;63.12;0.00;8.18;109.15
48.80;92.10;y;0.09;0.05;63.12;31.71;0.00;104.23
48.80;92.10;p;7.26;0.06;94.83;0.00;7.13;104.23
48.20;85.00;p;7.26;0.11;94.83;0.00;7.13;97.72
47.60;77.90;y;0.36;0.02;94.83;128.90;0.00;91.29
47.60;77.90;p;3.46;0.17;-136.27;0.00;3.18;91.29
45.30;80.10;y;0.13;0.00;-136.27;22.05;0.00;92.02
45.30;80.10;p;2.56;0.15;-114.23;0.00;2.19;92.02
44.40;82.10;y;0.31;0.02;-114.23;-117.11;0.00;93.34
44.40;82.10;p;5.52;0.33;128.66;0.00;5.12;93.34
41.20;78.10;y;0.19;0.07;128.66;-49.44;0.00;88.30
41.20;78.10;p;2.24;0.58;79.22;0.00;2.14;88.30
41.60;76.00;y;0.10;0.01;79.22;-15.78;0.00;86.64
41.60;76.00;p;1.14;0.37;63.43;0.00;0.89;86.64
42.00;75.20;y;0.21;0.01;63.43;82.87;0.00;86.13
42.00;75.20;p;1.30;0.50;146.31;0.00;1.08;86.13
41.10;74.60;y;0.01;0.01;146.31;-0.00;0.00;85.17
41.10;74.60;p;0.90;0.33;146.31;0.00;0.72;85.17
40.50;74.20;y;0.25;0.00;146.31;-78.11;0.00;84.53
40.50;74.20;p;1.78;0.04;68.20;0.00;1.62;84.53
41.10;72.70;y;0.32;0.00;68.20;-104.23;0.00;83.51
41.10;72.70;p;1.60;0.14;-36.03;0.00;1.36;83.51
42.20;73.50;y;0.22;0.05;-36.03;80.35;0.00;84.75
42.20;73.50;p;6.46;0.68;44.33;0.00;6.01;84.75
46.50;69.30;y;0.16;0.09;44.33;-44.33;0.00;83.46
46.50;69.30;p;1.21;0.45;-0.00;0.00;1.00;83.46
47.50;69.30;y;0.05;0.00;-0.00;5.36;0.00;84.02
47.50;69.30;p;3.33;0.10;5.36;0.00;3.21;84.02
50.70;69.00;y;0.25;0.04;5.36;-87.23;0.00;85.62
50.70;69.00;p;0.81;0.24;-81.87;0.00;0.71;85.62
50.80;69.70;y;0.26;0.10;-81.87;98.57;0.00;86.25
50.80;69.70;p;1.19;0.24;16.70;0.00;1.04;86.25
51.80;69.40;y;0.30;0.02;16.70;-106.70;0.00;86.60
51.80;69.40;p;0.72;0.07;-90.00;0.00;0.60;86.60
51.80;70.00;y;0.27;0.04;-90.00;85.24;0.00;87.08
51.80;70.00;p;4.94;0.26;-4.76;0.00;4.82;87.08
56.60;70.40;y;0.09;0.00;-4.76;-6.55;0.00;90.33
56.60;70.40;p;0.61;0.25;-11.31;0.00;0.51;90.33
57.10;70.50;y;0.28;0.01;-11.31;96.12;0.00;90.72
57.10;70.50;p;1.21;0.72;84.81;0.00;1.10;90.72
57.20;69.40;y;0.32;0.21;84.81;-93.55;0.00;89.93
57.20;69.40;p;1.42;0.58;-8.75;0.00;1.32;89.93
58.50;69.60;y;0.13;0.06;-8.75;32.71;0.00;90.92
58.50;69.60;p;1.20;0.35;23.96;0.00;0.98;90.92
59.40;69.20;y;0.31;0.14;23.96;-98.71;0.00;91.20
59.40;69.20;p;1.29;0.23;-74.74;0.00;1.14;91.20
59.70;70.30;y;0.26;0.06;-74.74;86.05;0.00;92.23
59.70;70.30;p;0.61;0.10;11.31;0.00;0.51;92.23
60.20;70.20;y;0.01;0.00;11.31;0.00;0.00;92.48
60.20;70.20;p;1.12;0.25;11.31;0.00;1.02;92.48
61.20;70.00;y;0.20;0.09;11.31;-54.94;0.00;92.98
61.20;70.00;p;9.47;0.22;-43.63;0.00;8.84;92.98
67.60;76.10;y;0.23;0.02;-43.63;-85.03;0.00;101.79
67.60;76.10;p;0.76;0.23;-128.66;0.00;0.64;101.79
67.20;76.60;y;0.05;0.00;-128.66;1.96;0.00;101.90
67.20;76.60;p;7.10;0.22;-126.70;0.00;6.61;101.90
63.25;81.90;p;7.11;0.16;-126.70;0.00;6.61;103.48
59.30;87.20;y;0.10;0.06;-126.70;-23.29;0.00;105.45
59.30;87.20;p;5.90;0.53;-149.98;0.00;5.20;105.45
54.80;89.80;y;0.24;0.15;-149.98;68.28;0.00;105.20
54.80;89.80;p;4.97;0.26;-81.70;0.00;4.85;105.20
55.50;94.60;y;0.25;0.04;-81.70;94.94;0.00;109.68
55.50;94.60;p;9.20;0.68;13.24;0.00;8.73;109.68
64.00;92.60;y;0.19;0.15;13.24;50.19;0.00;112.56
64.00;92.60;p;2.44;1.61;63.43;0.00;2.01;112.56
64.90;90.80;y;0.11;0.11;63.43;-31.43;0.00;111.61
64.90;90.80;p;1.15;0.89;32.01;0.00;0.94;111.61
65.70;90.30;y;0.22;0.00;32.01;-59.02;0.00;111.67
65.70;90.30;p;6.50;0.07;-27.01;0.00;5.72;111.67
70.80;92.90;y;0.33;0.03;-27.01;131.84;0.00;116.80
70.80;92.90;p;3.77;0.11;104.83;0.00;3.52;116.80
69.90;89.50;y;0.16;0.01;104.83;-44.05;0.00;113.56
69.90;89.50;p;10.86;0.12;60.77;0.00;9.63;113.56
74.60;81.10;y;0.27;0.02;60.77;-87.34;0.00;110.19
74.60;81.10;p;0.60;0.04;-26.57;0.00;0.45;110.19
75.00;81.30;y;0.29;0.02;-26.57;102.53;0.00;110.61
75.00;81.30;p;0.54;0.00;75.96;0.00;0.41;110.61
75.10;80.90;y;0.29;0.00;75.96;-82.67;0.00;110.38
75.10;80.90;p;1.82;0.16;-6.71;0.00;1.71;110.38
76.80;81.10;y;0.30;0.13;-6.71;106.17;0.00;111.69
76.80;81.10;p;1.32;0.73;99.46;0.00;1.22;111.69
76.60;79.90;y;0.17;0.10;99.46;-36.03;0.00;110.69
76.60;79.90;p;1.66;0.85;63.43;0.00;1.34;110.69
77.20;78.70;y;0.24;0.12;63.43;87.51;0.00;110.24
77.20;78.70;p;1.25;0.12;150.95;0.00;1.03;110.24
76.30;78.20;y;0.14;0.00;150.95;-35.77;0.00;109.26
76.30;78.20;p;6.50;0.00;115.17;0.00;5.52;109.26
73.95;73.20;p;6.56;0.80;115.17;0.00;5.52;104.05
71.60;68.20;y;0.30;0.21;115.17;-93.98;0.00;98.88
71.60;68.20;p;5.57;0.32;21.19;0.00;5.26;98.88
76.50;66.30;y;0.18;0.01;21.19;57.89;0.00;101.23
76.50;66.30;p;8.56;0.11;79.09;0.00;8.45;101.23
78.10;58.00;y;0.15;0.02;79.09;51.62;0.00;97.28
78.10;58.00;p;6.11;0.22;130.71;0.00;5.67;97.28
74.40;53.70;y;0.05;0.00;130.71;-2.05;0.00;91.76
74.40;53.70;p;0.76;0.09;128.66;0.00;0.64;91.76
74.00;53.20;y;0.13;0.00;128.66;-31.14;0.00;91.14
74.00;53.20;p;5.47;0.11;97.52;0.00;5.35;91.14
73.30;47.90;y;0.05;0.00;97.52;8.42;0.00;87.56
73.30;47.90;p;1.62;0.35;105.95;0.00;1.46;87.56
72.90;46.50;y;0.32;0.09;105.95;-104.35;0.00;86.47
72.90;46.50;p;3.71;0.92;1.59;0.00;3.60;86.47
76.50;46.40;y;0.09;0.01;1.59;20.79;0.00;89.47
76.50;46.40;p;2.01;0.99;22.38;0.00;1.84;89.47
78.20;45.70;y;0.20;0.07;22.38;64.25;0.00;90.57
78.20;45.70;p;6.94;0.17;86.63;0.00;6.81;90.57
78.60;38.90;y;0.18;0.00;86.63;-43.14;0.00;87.70
78.60;38.90;p;5.79;0.71;43.49;0.00;5.38;87.70
82.50;35.20;y;0.38;0.35;43.49;132.93;0.00;89.70
82.50;35.20;p;1.71;0.23;176.42;0.00;1.60;89.70
80.90;35.10;y;0.11;0.02;176.42;-18.23;0.00;88.19
80.90;35.10;p;1.22;0.33;158.20;0.00;1.08;88.19
79.90;34.70;y;0.07;0.01;158.20;-8.78;0.00;87.11
79.90;34.70;p;5.80;0.26;149.42;0.00;5.11;87.11
75.50;32.10;y;0.22;0.02;149.42;-66.95;0.00;82.04
75.50;32.10;p;6.27;0.00;82.47;0.00;6.10;82.04
76.30;26.05;p;6.27;0.20;82.47;0.00;6.10;80.62
77.10;20.00;y;0.10;0.00;82.47;-19.03;0.00;79.65
77.10;20.00;p;1.40;0.25;63.43;0.00;1.12;79.65
77.60;19.00;y;0.20;0.13;63.43;-63.43;0.00;79.89
77.60;19.00;p;0.22;0.05;-0.00;0.00;0.10;79.89
77.70;19.00;y;0.24;0.03;-0.00;90.00;0.00;79.99
77.70;19.00;p;0.61;0.16;90.00;0.00;0.40;79.99
77.70;18.60;y;0.13;0.03;90.00;-26.73;0.00;79.90
77.70;18.60;p;9.05;0.10;63.27;0.00;8.01;79.90
81.30;11.45;p;9.05;0.30;63.27;0.00;8.01;82.10
84.90;4.30;y;0.07;0.06;63.27;13.05;0.00;85.01
84.90;4.30;p;4.07;0.43;76.33;0.00;3.81;85.01
85.80;0.60;y;0.29;0.09;76.33;-87.74;0.00;85.80
85.80;0.60;p;6.21;0.10;-11.41;0.00;5.81;85.80
91.50;1.75;p;6.21;0.51;-11.41;0.00;5.81;91.52
97.20;2.90;y;0.16;0.07;-11.41;44.03;0.00;97.24
97.20;2.90;p;3.40;0.69;32.62;0.00;2.97;97.24
99.70;1.30;y;0.37;0.15;32.62;-129.74;0.00;99.71
99.70;1.30;p;1.74;0.15;-97.13;0.00;1.61;99.71
99.50;2.90;y;0.13;0.03;-97.13;-37.87;0.00;99.54
99.50;2.90;p;2.33;0.84;-135.00;0.00;2.12;99.54
98.00;4.40;y;0.15;0.10;-135.00;35.54;0.00;98.10
98.00;4.40;p;1.34;0.67;-99.46;0.00;1.22;98.10
97.80;5.60;y;0.15;0.00;-99.46;30.50;0.00;97.96
97.80;5.60;p;3.00;0.41;-68.96;0.00;2.79;97.96
98.80;8.20;y;0.17;0.09;-68.96;-64.25;0.00;99.14
98.80;8.20;p;4.89;0.69;-133.21;0.00;4.53;99.14
95.70;11.50;y;0.25;0.19;-133.21;-83.17;0.00;96.39
95.70;11.50;p;2.70;0.97;143.62;0.00;2.36;96.39
93.80;10.10;y;0.41;0.33;143.62;152.95;0.00;94.34
93.80;10.10;p;2.44;0.37;-63.43;0.00;2.01;94.34
94.70;11.90;y;0.14;0.09;-63.43;46.74;0.00;95.44
94.70;11.90;p;1.19;0.18;-16.70;0.00;1.04;95.44
95.70;12.20;y;0.14;0.01;-16.70;-27.30;0.00;96.47
95.70;12.20;p;4.36;0.50;-43.99;0.00;4.03;96.47
98.60;15.00;y;0.13;0.06;-43.99;-19.44;0.00;99.73
98.60;15.00;p;1.92;0.92;-63.43;0.00;1.57;99.73
99.30;16.40;y;0.07;0.04;-63.43;-16.26;0.00;100.65
99.30;16.40;p;1.22;0.51;-79.70;0.00;1.12;100.65
99.50;17.50;y;0.07;0.04;-79.70;-14.39;0.00;101.03
99.50;17.50;p;1.52;0.51;-94.09;0.00;1.40;101.03
99.40;18.90;y;0.37;0.30;-94.09;-150.35;0.00;101.18
99.40;18.90;p;2.95;0.16;115.56;0.00;2.55;101.18
98.30;16.60;y;0.25;0.02;115.56;76.97;0.00;99.69
98.30;16.60;p;1.06;0.19;-167.47;0.00;0.92;99.69
97.40;16.80;y;0.23;0.02;-167.47;63.43;0.00;98.84
97.40;16.80;p;1.42;0.63;-104.04;0.00;1.24;98.84
97.10;18.00;y;0.07;0.02;-104.04;-12.53;0.00;98.75
97.10;18.00;p;1.14;0.51;-116.57;0.00;0.89;98.75
96.70;18.80;y;0.16;0.00;-116.57;-36.11;0.00;98.51
96.70;18.80;p;7.65;0.01;-152.68;0.00;6.75;98.51
90.70;21.90;y;0.07;0.00;-152.68;-6.77;0.00;93.31
90.70;21.90;p;0.99;0.61;-159.44;0.00;0.85;93.31
89.90;22.20;y;0.09;0.07;-159.44;-15.36;0.00;92.60
89.90;22.20;p;4.54;0.67;-174.81;0.00;4.42;92.60
85.50;22.60;y;0.05;0.04;-174.81;-1.83;0.00;88.44
85.50;22.60;p;1.81;0.45;-176.63;0.00;1.70;88.44
83.80;22.70;y;0.41;0.16;-176.63;148.56;0.00;86.82
83.80;22.70;p;2.00;0.01;-28.07;0.00;1.70;86.82
85.30;23.50;y;0.16;0.01;-28.07;-34.33;0.00;88.48
85.30;23.50;p;5.65;0.13;-62.40;0.00;4.96;88.48
87.60;27.90;y;0.10;0.01;-62.40;24.76;0.00;91.94
87.60;27.90;p;4.77;0.65;-37.65;0.00;4.42;91.94
91.10;30.60;y;0.08;0.04;-37.65;12.87;0.00;96.10
91.10;30.60;p;1.70;0.92;-24.78;0.00;1.43;96.10
92.40;31.20;y;0.23;0.21;-24.78;77.91;0.00;97.53
92.40;31.20;p;1.77;0.62;53.13;0.00;1.50;97.53
93.30;30.00;y;0.25;0.14;53.13;-71.57;0.00;98.00
93.30;30.00;p;5.71;0.49;-18.43;0.00;5.38;98.00
98.40;31.70;y;0.34;0.22;-18.43;-130.12;0.00;103.38
98.40;31.70;p;8.19;0.03;-148.55;0.00;7.09;103.38
92.35;35.40;p;8.18;0.04;-148.55;0.00;7.09;98.90
86.30;39.10;y;0.30;0.01;-148.55;98.36;0.00;94.74
86.30;39.10;p;2.57;0.05;-50.19;0.00;2.34;94.74
87.80;40.90;y;0.15;0.04;-50.19;-49.59;0.00;96.86
87.80;40.90;p;6.00;0.07;-99.78;0.00;5.89;96.86
86.80;46.70;y;0.09;0.01;-99.78;5.70;0.00;98.57
86.80;46.70;p;1.52;0.53;-94.09;0.00;1.40;98.57
86.70;48.10;y;0.35;0.26;-94.09;-142.22;0.00;99.15
86.70;48.10;p;0.50;0.05;123.69;0.00;0.36;99.15
86.50;47.80;y;0.19;0.00;123.69;59.89;0.00;98.83
86.50;47.80;p;1.71;0.95;-176.42;0.00;1.60;98.83
84.90;47.90;y;0.27;0.22;-176.42;79.71;0.00;97.48
84.90;47.90;p;1.82;0.64;-96.71;0.00;1.71;97.48
84.70;49.60;y;0.30;0.02;-96.71;96.71;0.00;98.15
84.70;49.60;p;1.65;0.25;0.00;0.00;1.40;98.15
86.10;49.60;y;0.09;0.04;0.00;-11.00;0.00;99.36
86.10;49.60;p;3.77;0.34;-11.00;0.00;3.67;99.36
89.70;50.30;y;0.24;0.08;-11.00;-76.20;0.00;102.84
89.70;50.30;p;4.22;0.13;-87.21;0.00;4.10;102.84
89.90;54.40;y;0.19;0.02;-87.21;50.34;0.00;105.08
89.90;54.40;p;1.19;0.20;-36.87;0.00;1.00;105.08
90.70;55.00;y;0.26;0.08;-36.87;84.76;0.00;106.07
90.70;55.00;p;7.54;0.63;47.89;0.00;7.01;106.07
95.40;49.80;y;0.38;0.32;47.89;-124.09;0.00;107.62
95.40;49.80;p;6.22;0.19;-76.20;0.00;5.87;107.62
96.80;55.50;p;6.22;0.14;-76.20;0.00;5.87;111.58
98.20;61.20;y;0.11;0.02;-76.20;-40.36;0.00;115.71
98.20;61.20;p;0.88;0.16;-116.57;0.00;0.67;115.71
97.90;61.80;y;0.13;0.00;-116.57;21.85;0.00;115.77
97.90;61.80;p;9.88;0.24;-94.71;0.00;9.73;115.77
97.10;71.50;y;0.30;0.00;-94.71;-107.09;0.00;120.58
97.10;71.50;p;0.66;0.13;158.20;0.00;0.54;120.58
96.60;71.30;y;0.18;0.09;158.20;-56.36;0.00;120.06
96.60;71.30;p;5.62;0.06;101.83;0.00;5.36;120.06
95.50;66.05;p;5.63;1.10;101.83;0.00;5.36;116.12
94.40;60.80;y;0.22;0.19;101.83;66.86;0.00;112.29
94.40;60.80;p;3.67;1.71;168.69;0.00;3.57;112.29
90.90;60.10;y;0.08;0.01;168.69;4.60;0.00;108.97
90.90;60.10;p;1.82;1.35;173.29;0.00;1.71;108.97
89.20;59.90;y;0.18;0.08;173.29;37.29;0.00;107.45
89.20;59.90;p;2.95;0.41;-149.42;0.00;2.56;107.45
87.00;61.20;y;0.20;0.05;-149.42;-69.87;0.00;106.37
87.00;61.20;p;1.59;0.39;140.71;0.00;1.42;106.37
85.90;60.30;y;0.19;0.07;140.71;-45.52;0.00;104.95
85.90;60.30;p;1.21;0.14;95.19;0.00;1.10;104.95
85.80;59.20;y;0.44;0.00;95.19;150.58;0.00;104.24
85.80;59.20;p;2.56;0.82;-114.23;0.00;2.19;104.24
84.90;61.20;y;0.18;0.13;-114.23;45.35;0.00;104.66
84.90;61.20;p;5.01;0.92;-68.88;0.00;4.72;104.66
86.60;65.60;y;0.28;0.17;-68.88;-111.12;0.00;108.64
86.60;65.60;p;3.63;0.54;180.00;0.00;3.20;108.64
83.40;65.60;y;0.18;0.06;180.00;45.00;0.00;106.11
83.40;65.60;p;1.28;0.38;-135.00;0.00;1.13;106.11
82.60;66.40;y;0.24;0.02;-135.00;71.57;0.00;105.98
82.60;66.40;p;0.62;0.03;-63.43;0.00;0.45;105.98
82.80;66.80;y;0.18;0.00;-63.43;63.43;0.00;106.39
82.80;66.80;p;0.44;0.04;0.00;0.00;0.30;106.39
83.10;66.80;y;0.25;0.01;0.00;-88.62;0.00;106.62
83.10;66.80;p;8.42;0.07;-88.62;0.00;8.30;106.62
83.30;75.10;y;0.22;0.06;-88.62;-81.37;0.00;112.16
83.30;75.10;p;3.56;0.36;-169.99;0.00;3.45;112.16
79.90;75.70;y;0.15;0.07;-169.99;34.99;0.00;110.07
79.90;75.70;p;0.23;0.04;-135.00;0.00;0.14;110.07
79.80;75.80;y;0.24;0.11;-135.00;68.20;0.00;110.06
79.80;75.80;p;0.89;0.37;-66.80;0.00;0.76;110.06
80.10;76.50;y;0.08;0.03;-66.80;4.98;0.00;110.76
80.10;76.50;p;7.20;0.18;-61.82;0.00;6.35;110.76
83.10;82.10;y;0.21;0.03;-61.82;-81.31;0.00;116.82
83.10;82.10;p;0.67;0.09;-143.13;0.00;0.50;116.82
82.70;82.40;y;0.17;0.00;-143.13;38.63;0.00;116.74
82.70;82.40;p;6.36;0.00;-104.50;0.00;5.99;116.74
81.20;88.20;p;6.36;0.41;-104.50;0.00;5.99;119.89
79.70;94.00;y;0.11;0.08;-104.50;-28.21;0.00;123.24
79.70;94.00;p;7.60;0.49;-132.71;0.00;7.08;123.24
74.90;99.20;y;0.15;0.09;-132.71;42.71;0.00;124.30
74.90;99.20;p;0.44;0.24;-90.00;0.00;0.40;124.30
74.90;99.60;y;0.30;0.24;-90.00;105.26;0.00;124.62
74.90;99.60;p;1.29;0.36;15.26;0.00;1.14;124.62
76.00;99.30;y;0.09;0.00;15.26;-8.64;0.00;125.05
76.00;99.30;p;7.08;0.63;6.61;0.00;6.95;125.05
82.90;98.50;y;0.16;0.12;6.61;44.73;0.00;128.74
82.90;98.50;p;4.84;0.65;51.34;0.00;4.48;128.74
85.70;95.00;y;0.14;0.04;51.34;46.79;0.00;127.94
85.70;95.00;p;0.81;0.13;98.13;0.00;0.71;127.94
85.60;94.30;y;0.17;0.00;98.13;-38.27;0.00;127.36
85.60;94.30;p;4.10;0.74;59.86;0.00;3.58;127.36
87.40;91.20;y;0.08;0.00;59.86;2.07;0.00;126.32
87.40;91.20;p;2.00;1.06;61.93;0.00;1.70;126.32
88.20;89.70;y;0.09;0.01;61.93;-16.93;0.00;125.80
88.20;89.70;p;3.53;1.01;45.00;0.00;3.25;125.80
90.50;87.40;y;0.13;0.05;45.00;30.82;0.00;125.81
90.50;87.40;p;9.89;0.81;75.82;0.00;9.39;125.81
92.80;78.30;y;0.29;0.07;75.82;-87.13;0.00;121.42
92.80;78.30;p;4.18;0.18;-11.31;0.00;4.08;121.42
96.80;79.10;y;0.26;0.01;-11.31;-94.40;0.00;125.01
96.80;79.10;p;7.06;0.09;-105.71;0.00;6.65;125.01
95.00;85.50;y;0.07;0.01;-105.71;-2.73;0.00;127.81
95.00;85.50;p;0.76;0.10;-108.43;0.00;0.63;127.81
94.80;86.10;y;0.34;0.05;-108.43;120.96;0.00;128.06
94.80;86.10;p;1.06;0.25;12.53;0.00;0.92;128.06
95.70;85.90;y;0.27;0.13;12.53;-93.32;0.00;128.60
95.70;85.90;p;3.86;0.50;-80.79;0.00;3.75;128.60
96.30;89.60;y;0.09;0.00;-80.79;9.97;0.00;131.54
96.30;89.60;p;2.64;0.43;-70.82;0.00;2.44;131.54
97.10;91.90;y;0.27;0.03;-70.82;-95.55;0.00;133.69
97.10;91.90;p;3.64;0.01;-166.37;0.00;3.40;133.69
93.80;92.70;y;0.16;0.00;-166.37;36.57;0.00;131.88
93.80;92.70;p;0.92;0.43;-129.81;0.00;0.78;131.88
93.30;93.30;y;0.07;0.02;-129.81;11.73;0.00;131.95
93.30;93.30;p;2.00;0.78;-118.07;0.00;1.70;131.95
92.50;94.80;y;0.13;0.04;-118.07;-31.55;0.00;132.45
92.50;94.80;p;3.85;0.49;-149.62;0.00;3.36;132.45
89.60;96.50;y;0.27;0.06;-149.62;88.68;0.00;131.68
89.60;96.50;p;1.25;0.18;-60.95;0.00;1.03;131.68
90.10;97.40;y;0.26;0.10;-60.95;99.61;0.00;132.68
90.10;97.40;p;0.76;0.07;38.66;0.00;0.64;132.68
90.60;97.00;y;0.07;0.00;38.66;3.70;0.00;132.73
90.60;97.00;p;4.97;0.12;42.36;0.00;4.60;132.73
94.00;93.90;y;0.30;0.03;42.36;-90.72;0.00;132.87
94.00;93.90;p;1.36;0.14;-48.37;0.00;1.20;132.87
94.80;94.80;y;0.14;0.07;-48.37;-44.36;0.00;134.07
94.80;94.80;p;2.21;0.95;-92.73;0.00;2.10;134.07
94.70;96.90;y;0.27;0.20;-92.73;92.73;0.00;135.49
94.70;96.90;p;1.12;0.62;-0.00;0.00;0.90;135.49
95.60;96.90;y;0.19;0.00;-0.00;-48.37;0.00;136.12
95.60;96.90;p;1.36;0.50;-48.37;0.00;1.20;136.12
96.40;97.80;y;0.28;0.18;-48.37;108.62;0.00;137.32
96.40;97.80;p;1.90;0.82;60.26;0.00;1.61;137.32
97.20;96.40;y;0.26;0.21;60.26;-98.91;0.00;136.90
97.20;96.40;p;1.44;0.58;-38.66;0.00;1.28;136.90
98.20;97.20;y;0.29;0.28;-38.66;103.88;0.00;138.17
98.20;97.20;p;1.70;0.44;65.22;0.00;1.43;138.17
98.80;95.90;y;0.21;0.12;65.22;77.37;0.00;137.69
98.80;95.90;p;2.35;0.08;142.59;0.00;2.14;137.69
97.10;94.60;y;0.15;0.00;142.59;37.41;0.00;135.56
97.10;94.60;p;1.10;0.57;180.00;0.00;0.90;135.56
96.20;94.60;y;0.36;0.31;180.00;-120.96;0.00;134.92
96.20;94.60;p;2.05;0.68;59.04;0.00;1.75;134.92
97.10;93.10;y;0.09;0.07;59.04;-32.47;0.00;134.52
97.10;93.10;p;1.60;1.14;26.57;0.00;1.34;134.52
98.30;92.50;y;0.18;0.13;26.57;52.13;0.00;134.98
98.30;92.50;p;0.61;0.39;78.69;0.00;0.51;134.98
98.40;92.00;y;0.27;0.11;78.69;-78.69;0.00;134.71
98.40;92.00;p;1.32;0.33;-0.00;0.00;1.00;134.71
99.40;92.00;y;0.31;0.01;-0.00;121.61;0.00;135.44
99.40;92.00;p;1.80;0.21;121.61;0.00;1.53;135.44
98.60;90.70;y;0.21;0.04;121.61;-50.04;0.00;133.97
